Facility Name,Facility Address,Latitude,Longitude,NAICS Code,Pollutant,Source Type,Emissions in Tons,Year
Pioneer School,615 Kenwood Ave,41.8752,-88.2148,611110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0,2011
GENTRY,Unknown,41.9912,-89.56,48811,PM2.5 Primary (Filt + Cond,Airport,0.0000816615,2011
Mid-states Recycling,1841 Busse Hwy,42.0376,-87.8796,331420,PM2.5 Primary (Filt + Cond,,0.000192105,2011
Oberbeck Grain Co,7564 Oberbeck Ln,38.9319,-89.6598,424510,PM2.5 Primary (Filt + Cond,,0.0948232693,2011
Palos Community Hospital,12251 S 80th Ave,41.6691,-87.8133,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.69703,2011
RCM Co-op,208 N Grant St,39.6581,-89.3906,424510,PM2.5 Primary (Filt + Cond,,0.210523962,2011
Calhoun Quarry Inc East,25840 Eldred Rd,39.1563,-90.5602,212312,PM2.5 Primary (Filt + Cond,,0.263379,2011
North Shore Gas Co,1350 Lake-Cook Rd,42.1538,-87.9362,221210,PM2.5 Primary (Filt + Cond,,0.004,2011
Seneca Foods Corp,606 Tremont St,40.9237,-89.7597,311421,PM2.5 Primary (Filt + Cond,,0.56,2011
Progressive Food Solutions LLC,10410 Woodward Ave 100,41.6992,-88.02,311824,PM2.5 Primary (Filt + Cond,,0.2925,2011
Capitol Ready Mix Inc,3200 Great Northern Rd,39.7476,-89.7155,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.14395718,2011
Memorial Hospital,1900 S State St,37.9172,-89.8129,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Kimaterials Inc-Lohr Quarry,9434 Godfrey Rd,38.9975,-90.2377,212312,PM2.5 Primary (Filt + Cond,,0.959376,2011
Land-o-Frost Inc,16850 Chicago Ave,41.5886,-87.5451,311611,PM2.5 Primary (Filt + Cond,,1.66,2011
Ameren Illinois,24818 E Co Rd 850 N,39.502,-88.0149,486210,PM2.5 Primary (Filt + Cond,,0.04,2011
Nicor Gas,31/2 Mi S Rt24 & 51/2 Mi E of Rt51,40.6854,-88.9205,221210,PM2.5 Primary (Filt + Cond,,0.13,2011
Kraft Heinz Foods Co Tech Ctr,801 Waukegan Rd,42.0691,-87.7979,541712,PM2.5 Primary (Filt + Cond,,0.32298323,2011
Ashland LLC,14303 Paxton Ave,41.637,-87.5673,325211,PM2.5 Primary (Filt + Cond,"Plastic, Resin, Syn Fiber or Rubber Products Plant",0.37,2011
MUNCH,Unknown,42.422,-88.7307,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Koppers Inc,3900 S Laramie Ave,41.8205,-87.7508,325130,PM2.5 Primary (Filt + Cond,Chemical Plant,3.625516,2011
Teleweld,502 N Vermillion St,41.1252,-88.8323,333120,PM2.5 Primary (Filt + Cond,,0.0634884,2011
Evergreen FS Inc,10903 East 1700 N Rd,40.5311,-89.0614,424510,PM2.5 Primary (Filt + Cond,,0.669508331,2011
S & M-E & J Services Inc d/b/a All Paws Pet Crematory,1078 Rock Road Ln Unit C,42.0899,-88.2462,812220,PM2.5 Primary (Filt + Cond,,1.04,2011
Merryman Aggregates LLC,14212 Washington St,42.3353,-88.4757,212312,PM2.5 Primary (Filt + Cond,,0.154,2011
STATE HIGHWAY PARIS,Unknown,39.604,-87.7134,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Primrose Candy Factory,4111 W Parker Ave,41.9305,-87.7299,311352,PM2.5 Primary (Filt + Cond,,0.15,2011
Amcor Rigid Plastics USA Inc,1731 S Mt Prospect Rd,42.0211,-87.9199,326199,PM2.5 Primary (Filt + Cond,Glass Plant,0.0371503,2011
ADM Quincy,2100 Gardner Expy,39.9039,-91.4106,311224,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,25.478234745,2011
Prairie Power Inc,13476 Hwy 100,39.4484,-90.6144,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,4.181042176,2011
The Finishing Touch,5580 N Northwest Highway,41.9822,-87.7816,332813,PM2.5 Primary (Filt + Cond,,0.00003,2011
CALHOUN MEDICAL CENTER,Unknown,39.1596,-90.6255,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Prairie Central Cooperative Inc,301 E Locust St,40.7463,-88.5087,424510,PM2.5 Primary (Filt + Cond,,0.140468566,2011
East Balt Commissary LLC,1801 W 31st Pl,41.8363,-87.6715,311812,PM2.5 Primary (Filt + Cond,Bakeries,0.33,2011
IL Bell Telephone Co dba AT&T Illinois,10 S Canal St,41.8815,-87.6403,517911,PM2.5 Primary (Filt + Cond,,0.0133,2011
WH Maze Co,100 Church St,41.3208,-89.1397,331222,PM2.5 Primary (Filt + Cond,Fabricated Metal Products Plant,0.1063175093,2011
Sam Beetz & Son,4798 E 5th Rd,41.6267,-89.0701,424510,PM2.5 Primary (Filt + Cond,,0.071866393,2011
Meyer Industrial Container,610 W 81st St,41.7475,-87.6396,811211,PM2.5 Primary (Filt + Cond,,5.637718,2011
DAHLER,Unknown,39.3525,-89.3205,48811,PM2.5 Primary (Filt + Cond,Airport,0.00815145,2011
AM Castle & Co,3400 N Wolf Rd,41.9405,-87.9062,423510,PM2.5 Primary (Filt + Cond,,0.169,2011
VCNA Prairie Illinois Building Materials LLC Yard 1014,779 S Route 53,41.913,-88.027,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.54735323,2011
Ace Hardware Of Libertyville Inc,155 Peterson Rd,42.3054,-87.9619,452990,PM2.5 Primary (Filt + Cond,,0.128763,2011
Plaspros Inc,1143 Ridgeview Dr,42.313,-88.2944,326199,PM2.5 Primary (Filt + Cond,,0.176582,2011
Al Bar-Wilmette Platers,127 Green Bay Rd,42.0698,-87.7038,332813,PM2.5 Primary (Filt + Cond,,0.00183824,2011
Decatur Foundry Inc,1745 N Illinois St,39.86,-88.9439,331511,PM2.5 Primary (Filt + Cond,"Foundries, Iron and Steel",12.478265739,2011
Breckenridge of Illinois LLC,1950 Westgate Dr,38.4613,-90.2392,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.000909091,2011
Swan Corp,200 Swan Ave,38.4986,-89.1381,339999,PM2.5 Primary (Filt + Cond,,0.160705882,2011
Blickhan Landing Area Airport,4 miles N of Quincy,40.0078,-91.3817,48811,PM2.5 Primary (Filt + Cond,Airport,0.00770068,2011
VENICE,Unknown,38.6622,-90.1702,488210,PM2.5 Primary (Filt + Cond,Rail Yard,0.192601,2011
Methodist Medical Center of Illinois,221 N E Glen Oak,40.7005,-89.5953,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.510004,2011
Aero Estates Airport,3 miles W of Belleville,38.5243,-90.057,48811,PM2.5 Primary (Filt + Cond,Airport,0.0175531,2011
Ruff Bros Grain Co,1184 Washington St,40.8751,-89.3158,424510,PM2.5 Primary (Filt + Cond,,0.266743964,2011
Lafarge Aggregates IL Inc Lafarge Fox River Quarry,7N 394 S McLean Blvd,41.9772,-88.3202,212312,PM2.5 Primary (Filt + Cond,,0.0001,2011
WILLADAE FARMS,Unknown,42,-88.6668,48811,PM2.5 Primary (Filt + Cond,Airport,0.0000816615,2011
FISCHER S RLA,Unknown,38.4913,-89.663,48811,PM2.5 Primary (Filt + Cond,Airport,0.0114277,2011
PPG Industries Inc,1701 E 122nd St,41.6723,-87.5812,325510,PM2.5 Primary (Filt + Cond,,0.2641549,2011
Apex Material Technologies LLC,10 Industry Ave,41.55,-88.0827,325130,PM2.5 Primary (Filt + Cond,,0.103125,2011
Congress Development Co,4100 W Frontage Rd,41.8722,-87.8884,562212,PM2.5 Primary (Filt + Cond,Landfill,5.74,2011
Renner Quarries Ltd,902 Robbins Rd,41.7173,-89.3601,212312,PM2.5 Primary (Filt + Cond,,0.008,2011
Tamms Correctional Center,8500 Supermax Rd,37.251,-89.2823,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Progressive Steel Treating Inc,922 Lawn Dr,42.3095,-89.0481,332618,PM2.5 Primary (Filt + Cond,,0.23,2011
Gonnella Baking Co,1001 W Chicago Ave,41.896,-87.6531,311812,PM2.5 Primary (Filt + Cond,Bakeries,0.15,2011
Pactiv LLC,315 Kirk Rd,41.9172,-88.2774,322212,PM2.5 Primary (Filt + Cond,,0.0411765,2011
CTS Advanced Materials LLC,479 Quadrangle Dr,41.6852,-88.0764,334419,PM2.5 Primary (Filt + Cond,,0.15,2011
CICERO,Unknown,41.8421,-87.7584,488210,PM2.5 Primary (Filt + Cond,Rail Yard,5.79143,2011
MBI Construction,10225 E State Hwy 33,39.1577,-88.6097,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0,2011
Rogers Redi-mix Inc,1619 West Pine,38.0129,-89.6438,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.288122034,2011
Engineered Polymer Solutions Inc,1215 Nelson Blvd,42.2554,-89.0952,325510,PM2.5 Primary (Filt + Cond,,0.236471,2011
ALSIP FIRE DEPARTMENT,Unknown,41.6749,-87.7504,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Columbus McKinnon Corp/WECO,801 W Center St,40.7206,-89.2856,333923,PM2.5 Primary (Filt + Cond,,0.224043,2011
ROTHROCK,Unknown,41.1263,-88.8017,48811,PM2.5 Primary (Filt + Cond,Airport,0.2171715,2011
ADM Grain Co,RR 1 Box 234,38.8511,-89.0734,424510,PM2.5 Primary (Filt + Cond,,0.200544303,2011
Pioneer Hi-bred International Inc,13150 Il Hwy 9,40.5521,-90.6541,311119,PM2.5 Primary (Filt + Cond,,0.4875,2011
Hurst Aviation,Unknown,38.1923,-89.5954,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Lone Star Industries Inc,490 Portland Ave,41.2885,-89.0517,327310,PM2.5 Primary (Filt + Cond,Portland Cement Manufacturing,6.02,2011
AERO FOUR,Unknown,41.4356,-88.2487,48811,PM2.5 Primary (Filt + Cond,Airport,0.00948662,2011
Surmeier & Surmeier Inc,1601 W Wabash Ave,39.1114,-88.5628,212321,PM2.5 Primary (Filt + Cond,,0.08909435,2011
Tri-city Heat Treat Co,2020 5th St,41.4906,-90.5921,332811,PM2.5 Primary (Filt + Cond,,0.76340176,2011
Specialty Printing Co,6019 W Howard St,42.0187,-87.7784,323111,PM2.5 Primary (Filt + Cond,Printing/Publishing Facility,0.03,2011
JD Norman Industries Inc,787 Belden Rd,41.9105,-88.007,339999,PM2.5 Primary (Filt + Cond,,0.01,2011
Zion Energy Center,5701 W 9th St,42.4777,-87.8951,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,4.62,2011
Arlington Plating Co,600 S Vermont St,42.099,-88.0382,332813,PM2.5 Primary (Filt + Cond,,0.00004,2011
American Demolition Corp,250 W 83rd,41.7438,-87.6311,238910,PM2.5 Primary (Filt + Cond,,0,2011
Dunlee Co,555 N Commerce St,41.7668,-88.2291,334517,PM2.5 Primary (Filt + Cond,,0.64726,2011
Heights Crematory Inc,230 E 11th St,41.5111,-87.6258,812220,PM2.5 Primary (Filt + Cond,,2.4648,2011
Roanoke Concrete Products Co,101 Concrete Dr,40.7975,-89.1907,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.1593578,2011
Rock Road Co Inc,4525 Irene Rd,42.2202,-88.8952,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,1.31957,2011
Farmers Grain Service Inc,550 Railroad Ave,41.2349,-88.8311,424510,PM2.5 Primary (Filt + Cond,,0.25161108,2011
United Feeds Inc,502 N Madison St,39.6117,-90.806,424510,PM2.5 Primary (Filt + Cond,,0.4955753,2011
Metal Management Midwest Inc,2500 S Paulina St,41.848,-87.6677,423930,PM2.5 Primary (Filt + Cond,,11.6871551,2011
Conway Import Co Inc,11051 W Addison St,41.9411,-87.902,311421,PM2.5 Primary (Filt + Cond,,0.02,2011
P-Mark Quarry,12408 E Chelsea Rd,42.4203,-89.965,212312,PM2.5 Primary (Filt + Cond,,0.0144,2011
Illinois Power Resources Generating LLC,7800 S Cilco Ln,40.5956,-89.6628,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,222.63353,2011
Morris Genco LLC,1800 Ashley Rd,41.3776,-88.4012,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,3.05,2011
Caravan Ingredients Co,14622 Lakeside Ave,41.6289,-87.6118,311224,PM2.5 Primary (Filt + Cond,,5.33,2011
Central DuPage Hospital,25 N Winfield Rd,41.8725,-88.1579,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Granite City Slag LLC,20th and Edwardsville Rd,38.6867,-90.1347,423930,PM2.5 Primary (Filt + Cond,,0.3797747,2011
Monmouth Feed Service Inc,602 W 4th Ave,40.908,-90.6557,424510,PM2.5 Primary (Filt + Cond,,0.1005078163,2011
Rickett Grain Co,600 S Broadway,40.4196,-89.7848,424510,PM2.5 Primary (Filt + Cond,,0.2497504693,2011
HB Fuller Adhesives LLC,7440 W Dupont Rd,41.305,-88.5617,325211,PM2.5 Primary (Filt + Cond,,0.22,2011
Lake Forest Hospital,660 N Westmoreland Rd,42.253,-87.8652,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.351,2011
LZ FAIRWINDS,Unknown,42.312,-89.1517,48811,PM2.5 Primary (Filt + Cond,Airport,0.00836867,2011
Premier Coop,701 N Commercial,40.2454,-88.1864,424510,PM2.5 Primary (Filt + Cond,,0.765147767,2011
Cissna Park Coop Inc,317 W Garfield,40.5641,-87.897,424510,PM2.5 Primary (Filt + Cond,,0.483863208,2011
Gilster Mary-Lee Corp,305 E Washington St,41.1627,-87.6596,311999,PM2.5 Primary (Filt + Cond,,0.07838705,2011
R & R Research Co,1305 N 31st Ave,41.8985,-87.871,332813,PM2.5 Primary (Filt + Cond,,0.0022,2011
Chicago American Manufacturing LLC,4500 W 47th St,41.8083,-87.7358,332999,PM2.5 Primary (Filt + Cond,,0.326862,2011
Morton Metalcraft Co,400 Detroit Ave,40.6095,-89.4708,332322,PM2.5 Primary (Filt + Cond,,2.83156777,2011
Wells Pet Food Corp,617 S D St,40.906,-90.6525,311111,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,7.9807704,2011
The Delong Co Inc/Delco Elevator,60 Rte 52,41.5128,-88.2557,424510,PM2.5 Primary (Filt + Cond,,1.63605797,2011
Dixon Correctional Center,2600 N Brinton Ave,41.8737,-89.4787,922140,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.84,2011
John Deere Harvester Works,1100 13th Ave,41.5273,-90.4347,333111,PM2.5 Primary (Filt + Cond,Industrial Machinery or Equipment Plant,6.2653415,2011
Bromley Excavating,705 Smelter Rd,38.6076,-89.4248,423320,PM2.5 Primary (Filt + Cond,,0.00768327,2011
Goodwine Cooperative Grain Co,Main St,40.5676,-87.7828,424510,PM2.5 Primary (Filt + Cond,,0.600022033,2011
Equinix LLC,1905 Lunt Ave,42.0012,-87.9542,518210,PM2.5 Primary (Filt + Cond,,0.317872,2011
Chippiannock Cemetery Assn,2901 12th St,41.4818,-90.5812,812220,PM2.5 Primary (Filt + Cond,Crematory - Human,0.02,2011
Smith RLA Airport,4 Miles SE of Hecker,38.2587,-89.9412,48811,PM2.5 Primary (Filt + Cond,Airport,0.0000816615,2011
135 S LaSalle Property LLC,135 S LaSalle St,41.8798,-87.6317,522110,PM2.5 Primary (Filt + Cond,,0.28,2011
Nickel Composite Coatings Inc,6454 W 74th St,41.7579,-87.7831,332813,PM2.5 Primary (Filt + Cond,,0.762302,2011
Dukane Precast Co,1807 High Grove Ln,41.777,-88.1948,327331,PM2.5 Primary (Filt + Cond,"Brick, Structural Clay, or Clay Ceramics Plant",0.0176471,2011
Consolidated Grain & Barge Co,#3 Cargill Elevator Rd,38.5823,-90.2068,424510,PM2.5 Primary (Filt + Cond,,0.71,2011
Blessing Hospital,1005 Broadway,39.936,-91.3986,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.08,2011
MAYHALL,Unknown,39.7696,-88.0972,48811,PM2.5 Primary (Filt + Cond,Airport,0.00701881,2011
DIXON CORRECTIONAL CENTER,Unknown,41.8728,-89.4839,48811,PM2.5 Primary (Filt + Cond,Airport,0.00532424,2011
Maco Elevator,418 N Oak St,38.5328,-89.1345,424510,PM2.5 Primary (Filt + Cond,,0.1743375,2011
ADM Grain Co,10 N Teeter St,39.6553,-88.0206,424510,PM2.5 Primary (Filt + Cond,,0.783213,2011
Mid America Airport,9768 Airport Blvd,38.5459,-89.8211,488119,PM2.5 Primary (Filt + Cond,Airport,2.25646431459,2011
Tate & Lyle Grain Inc,702 S Vine St,40.308,-88.976,424510,PM2.5 Primary (Filt + Cond,,0.4391696,2011
Collinsville City of,1800 St Louis Rd,38.6594,-90.0232,221310,PM2.5 Primary (Filt + Cond,Wastewater Treatment Facility,0.000454545,2011
Nokia Siemens Networks US LLC,1455 W Shure Dr,42.1336,-87.9979,541330,PM2.5 Primary (Filt + Cond,,0.08,2011
Concrete Supply LLC,4553 Wagon Wheel Rd,38.813,-90.0537,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.153901006,2011
Sollami Co,1200 Weaver Rd,37.8147,-89.0328,333517,PM2.5 Primary (Filt + Cond,,0.001420149,2011
Conoco Phillips Hartford Lubricant Plant,2300 S Delmar Ave,38.8115,-90.0954,424710,PM2.5 Primary (Filt + Cond,Petroleum Storage Facility,0.0538698,2011
St Joseph s Hospital,9515 Holy Cross Ln,38.6268,-89.5241,622110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.226734,2011
Nicor Gas,2 Mi S/rt 116 and 7 Mi W/rt 47,40.8591,-88.5434,221210,PM2.5 Primary (Filt + Cond,Compressor Station,0.397,2011
Leland Farmers Co,3393 S Paw Paw Rd,41.6757,-88.9794,424510,PM2.5 Primary (Filt + Cond,,0.200632713,2011
Greene Valley Recycling & Disposal,9S610 Greene Rd,41.7337,-88.0844,562212,PM2.5 Primary (Filt + Cond,Landfill,1.22,2011
St Clair Service Co,Mill St,38.5967,-89.7497,424510,PM2.5 Primary (Filt + Cond,,0.0277391746,2011
Valent BioSciences Corp,6131 Oakwood Rd,42.2138,-87.9829,325412,PM2.5 Primary (Filt + Cond,,0.000053619405,2011
Utility Concrete Products,2495 W Bungalow Rd,41.382,-88.3757,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.30467911,2011
IL Bell Telephone Co dba AT&T Illinois,520 S Federal St,41.8753,-87.6299,517911,PM2.5 Primary (Filt + Cond,,0.00189,2011
Masonite Corp/John M Coates Tech Center,1955 Powis Rd,41.9169,-88.2375,541712,PM2.5 Primary (Filt + Cond,,0.004227273,2011
Jel Sert Co,State Route 59 and Conde St,41.88,-88.1966,311920,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,0.2313924,2011
Southern Illinois Stone Co,4800 N St Rte 37,37.4934,-88.9634,212312,PM2.5 Primary (Filt + Cond,,0.1680295,2011
Consolidated Grain & Barge Co,100 Arrow Rd,38.0984,-88.3448,424510,PM2.5 Primary (Filt + Cond,,0.23145659,2011
Lincoln Generating Facility,27150 S Kankakee,41.3932,-87.9438,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,0.634,2011
Ludlow Coop Elevator Co,100 W Thomas,40.3877,-88.1272,424510,PM2.5 Primary (Filt + Cond,,0.3168070163,2011
Knight Hawk Coal LLC,6126 Sutter Rd,37.9535,-89.3195,212112,PM2.5 Primary (Filt + Cond,,0.491176,2011
ET Simonds Materials Co,9141 Rend City Rd,37.997,-88.9851,324121,PM2.5 Primary (Filt + Cond,,0.32834191,2011
Legacy Grain Coop,1805 N Rd Il Rt 29,39.6119,-89.3505,424510,PM2.5 Primary (Filt + Cond,,0.214878123,2011
MacArthur High School-dist 61,1155 N Fairview Ave,39.853,-88.98,611110,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.04,2011
Consolidated Container Co LP,1300 Northwest Dr,41.9048,-88.229,326160,PM2.5 Primary (Filt + Cond,,0.154165,2011
JBS United Inc,42231 Co Hwy #2,39.7013,-90.7385,424510,PM2.5 Primary (Filt + Cond,,3.473393193,2011
Exelon-Dresden Station,6500 Dresden Rd,41.3897,-88.2696,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,19.275101,2011
COMPASS ROSE,Unknown,42.4549,-88.9047,48811,PM2.5 Primary (Filt + Cond,Airport,0.0082078,2011
Basco Elevator Ltd,100 W Hampshire St,40.3979,-91.2504,424510,PM2.5 Primary (Filt + Cond,,0.0720685767,2011
Omar Inc,500 Crossings Rd,41.4545,-87.7383,326199,PM2.5 Primary (Filt + Cond,,2.52,2011
Interstate Asphalt LLC,W Burville Rd & Hartman Dr,41.4352,-87.6174,212399,PM2.5 Primary (Filt + Cond,,0.464684,2011
City of Flora,404 N State St,38.6715,-88.4894,221112,PM2.5 Primary (Filt + Cond,Electricity Generation via Combustion,0.038,2011
Chromium Industries LLC,4645 W Chicago Ave,41.8947,-87.7429,332813,PM2.5 Primary (Filt + Cond,,0.3447945,2011
Mohawk Spring Co Inc,9505 Winona Ave,41.9712,-87.864,332613,PM2.5 Primary (Filt + Cond,,0.00924233,2011
Decatur Airport,910 S Airport Rd,39.8344,-88.8587,488119,PM2.5 Primary (Filt + Cond,Airport,3.069693903,2011
Solvay USA Inc,14000 S Seeley Ave,41.6382,-87.6713,325613,PM2.5 Primary (Filt + Cond,,0.13,2011
Norwood Marking Systems,250 Industry Ave,41.4792,-87.8403,322220,PM2.5 Primary (Filt + Cond,Printing/Publishing Facility,0.24868781,2011
Granite City Pickling & Warehousing,1407 State St,38.6962,-90.1602,332813,PM2.5 Primary (Filt + Cond,,0.08,2011
Stark Excavating Inc,County Rd SD-4,40.5336,-88.9474,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.526178491,2011
K-Five Construction Co,12401 S Cottage Grove Ave,41.673,-87.6081,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0,2011
Ruff Bros Grain,222 Center St,40.7415,-88.8807,424510,PM2.5 Primary (Filt + Cond,,0.42612427,2011
Evergreen FS Inc,101 W Kerrick Rd,40.5528,-88.9878,424510,PM2.5 Primary (Filt + Cond,,0.0305554746,2011
Breckenridge of Illinois LLC,229 N Old Rte 66,38.8926,-89.8422,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0.37746518,2011
Mars Pet Care US Inc,6565 E County Rd 1000N,39.5223,-88.3539,311111,PM2.5 Primary (Filt + Cond,Food Products Processing Plant,12.39,2011
Vegetable Juices Inc,7400 S Narragansett Ave,41.7568,-87.7819,311421,PM2.5 Primary (Filt + Cond,,0.0793356,2011
Lawrence Co Correctional Ctr,US Hwy 50,38.7284,-87.906,922140,PM2.5 Primary (Filt + Cond,"Institutional (school, hospital, prison, etc.)",0.19,2011
EASTSAINTLOUISYA*,Unknown,38.5959,-90.1556,488210,PM2.5 Primary (Filt + Cond,Rail Yard,1.22336,2011
Tri Central Coop,104 N Michigan Ave,40.8816,-87.956,424510,PM2.5 Primary (Filt + Cond,,0.89009533,2011
StoneMor Illinois LLC dba Willow Lake Memorial Park,24090 S Hwy 45,42.2139,-87.9606,812210,PM2.5 Primary (Filt + Cond,Crematory - Human,0.624,2011
South Central FS Inc,410 S Willow St,39.1181,-88.5367,424910,PM2.5 Primary (Filt + Cond,,0.073735266,2011
Upper Rock Island County Landfill,17201 20th Ave N,41.5421,-90.3793,562212,PM2.5 Primary (Filt + Cond,Landfill,3.48,2011
ET Simonds Materials Co,7652 Crites Rd,37.7075,-88.9341,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0.398568,2011
Metal Box International Inc,11600 W King St,41.9387,-87.912,332322,PM2.5 Primary (Filt + Cond,,0.07909298,2011
Rickett Grain Co,102 S Broadway St,40.3705,-89.8277,424510,PM2.5 Primary (Filt + Cond,,0.3537794661,2011
Panduit Corp,412 Rockwell Ct,41.7462,-87.9265,335932,PM2.5 Primary (Filt + Cond,,0.102519977,2011
Walgreen Co-Mount Prospect,1084 Mt Prospect Plz,42.0687,-87.9188,551112,PM2.5 Primary (Filt + Cond,,0.066,2011
East Lincoln Farmers Grain Co,602 Main St,40.2191,-89.2817,424510,PM2.5 Primary (Filt + Cond,,0.208230496,2011
Vandalia Airport,Rr 3 Box 602,38.9902,-89.1672,488119,PM2.5 Primary (Filt + Cond,Airport,0.453299,2011
Ozinga Ready Mix Concrete Inc,698 Terry Ave,41.7464,-88.3431,327320,PM2.5 Primary (Filt + Cond,Concrete Batch Plant,0,2011
Tri State Cremation Services Unlimited,1214 N West St,42.4235,-90.4197,812210,PM2.5 Primary (Filt + Cond,Crematory - Human,0.22,2011
Advanced Asphalt Co,Route 51,41.3964,-89.1179,324121,PM2.5 Primary (Filt + Cond,Hot Mix Asphalt Plant,0,2011
